store_id,raw_address,state,zip_code,query,matched_address,latitude,longitude,geocode_status
9745,4535 HOLT BLVD MONTCLAIR,California,91763,"4535 HOLT BLVD MONTCLAIR, CALIFORNIA 91763","4535 HOLT BLVD, MONTCLAIR, CA, 91763",34.06311326059,-117.706509735087,ok
9792,690 EAST FOOTHILL BLVD. UPLAND,California,91786,"690 EAST FOOTHILL BLVD. UPLAND, CALIFORNIA 91786","690 E FOOTHILL BLVD, UPLAND, CA, 91786",34.106985808117,-117.641683380453,ok
8849,1545 WEST 17TH STREET SANTA ANA,California,92706,"1545 WEST 17TH STREET SANTA ANA, CALIFORNIA 92706","1545 W 17TH ST, SANTA ANA, CA, 92706",33.760248363939,-117.889083873994,ok
9583,102 NORTH MAIN STREET SANTA ANA,California,92701,"102 NORTH MAIN STREET SANTA ANA, CALIFORNIA 92701","102 N MAIN ST, SANTA ANA, CA, 92701",33.745603854334,-117.867707818505,ok
9762,2011 EAST LA PALMA ANAHEIM,California,92806,"2011 EAST LA PALMA ANAHEIM, CALIFORNIA 92806","2011 E LA PALMA AVE, ANAHEIM, CA, 92806",33.847306442642,-117.88897913575,ok
5499,1954 DURFEE AVE. SOUTH EL MONTE,California,91733,"1954 DURFEE AVE. SOUTH EL MONTE, CALIFORNIA 91733","1954 DURFEE AVE, SOUTH EL MONTE, CA, 91733",34.045123129982,-118.030473799693,ok
5945,"915 E. ARROW HWY, AZUSA",California,91702,"915 E. ARROW HWY, AZUSA, CALIFORNIA 91702","915 E ARROW HWY, AZUSA, CA, 91702",34.106866413601,-117.890069282029,ok
9629,861 NORTH HACIENDA BOULEVARD LA PUENTE,California,91744,"861 NORTH HACIENDA BOULEVARD LA PUENTE, CALIFORNIA 91744","861 N HACIENDA BLVD, LA PUENTE, CA, 91744",34.03532184317,-117.950199868982,ok
9708,150 W. WILLOW ST. POMONA,California,91768,"150 W. WILLOW ST. POMONA, CALIFORNIA 91768","150 W WILLOW ST, POMONA, CA, 91768",34.079021098544,-117.753563945043,ok
9735,727 S GLENDORA AVE WEST COVINA,California,91790,"727 S GLENDORA AVE WEST COVINA, CALIFORNIA 91790","727 S GLENDORA AVE, WEST COVINA, CA, 91790",34.062589326511,-117.930624471078,ok
9738,11735 WHITTIER BOULEVARD WHITTIER,California,90601,"11735 WHITTIER BOULEVARD WHITTIER, CALIFORNIA 90601","11735 WHITTIER BLVD, WHITTIER, CA, 90601",33.9820447394,-118.052133055613,ok
9771,9256 SLAUSON AVENUE PICO RIVERA,California,90660,"9256 SLAUSON AVENUE PICO RIVERA, CALIFORNIA 90660","9256 SLAUSON AVE, PICO RIVERA, CA, 90660",33.969281461837,-118.099801934236,ok
9857,800 W. WHITTIER BLVD. MONTEBELLO,California,90640,"800 W. WHITTIER BLVD. MONTEBELLO, CALIFORNIA 90640","800 WHITTIER BLVD, MONTEBELLO, CA, 90640",34.010147058669,-118.108270242789,ok
5841,2330 SOUTH MAIN STREET SANTA ANA,California,92707,"2330 SOUTH MAIN STREET SANTA ANA, CALIFORNIA 92707","2330 S MAIN ST, SANTA ANA, CA, 92707",33.715654036687,-117.868021737989,ok
8855,228 NORTH HARBOR BOULEVARD SANTA ANA,California,92703,"228 NORTH HARBOR BOULEVARD SANTA ANA, CALIFORNIA 92703","228 N HARBOR BLVD, SANTA ANA, CA, 92703",33.74645100455,-117.920279797942,ok
8841,11623 ROSECRANS AVE. NORWALK,California,90650,"11623 ROSECRANS AVE. NORWALK, CALIFORNIA 90650","11623 ROSECRANS AVE, NORWALK, CA, 90650",33.902300012184,-118.086085769908,ok
8858,7101 ATLANTIC AVENUE BELL,California,90201,"7101 ATLANTIC AVENUE BELL, CALIFORNIA 90201","7101 ATLANTIC AVE, BELL, CA, 90201",33.970985233104,-118.188153574644,ok
8870,8859 ALONDRA BLVD. PARAMOUNT,California,90723,"8859 ALONDRA BLVD. PARAMOUNT, CALIFORNIA 90723","Alondra Boulevard, Clearwater, Paramount, Los Angeles County, California, 90723, United States",33.8892529,-118.1600868,ok
5834,11574 LOWER AZUSA RD EL MONTE,California,91732,"11574 LOWER AZUSA RD EL MONTE, CALIFORNIA 91732","11574 LOWER AZUSA RD, EL MONTE, CA, 91732",34.090972281164,-118.015396754177,ok
9639,11940 GARVEY AVENUE EL MONTE,California,91732,"11940 GARVEY AVENUE EL MONTE, CALIFORNIA 91732","11940 GARVEY AVE, EL MONTE, CA, 91732",34.062745005123,-118.02078380884,ok
9672,14503 RAMONA BLVD BALDWIN PARK,California,91706,"14503 RAMONA BLVD BALDWIN PARK, CALIFORNIA 91706","14503 RAMONA BLVD, BALDWIN PARK, CA, 91706",34.086973272863,-117.958999522055,ok
9673,1550 PUENTE AVENUE BALDWIN PARK,California,91706,"1550 PUENTE AVENUE BALDWIN PARK, CALIFORNIA 91706","1550 PUENTE AVE, BALDWIN PARK, CA, 91706",34.063776434703,-117.968636879612,ok
9757,2525 VIA CAMPO ST. MONTEBELLO,California,90640,"2525 VIA CAMPO ST. MONTEBELLO, CALIFORNIA 90640","2525 VIA CAMPO, MONTEBELLO, CA, 90640",34.032726705466,-118.123306294,ok
9848,20 E ORANGE GROVE BLVD. PASADENA,California,91103,"20 E ORANGE GROVE BLVD. PASADENA, CALIFORNIA 91103","20 E ORANGE GROVE BLVD, PASADENA, CA, 91103",34.157734988889,-118.150258084519,ok
6755,5030 LONG BEACH BLVD. LONG BEACH,California,90805,"5030 LONG BEACH BLVD. LONG BEACH, CALIFORNIA 90805","5030 N LONG BEACH BLVD, LONG BEACH, CA, 90805",33.847134829882,-118.193905324815,ok
9557,1250 E.PACIFIC COAST HIGHWAY LONG BEACH,California,90806,"1250 E.PACIFIC COAST HIGHWAY LONG BEACH, CALIFORNIA 90806","1250 E PACIFIC COAST HWY, LONG BEACH, CA, 90806",33.789798873625,-118.175743122583,ok
9589,12221 CARSON STREET HAWAIIAN GARDENS,California,90716,"12221 CARSON STREET HAWAIIAN GARDENS, CALIFORNIA 90716","12221 CARSON ST, HAWAIIAN GARDENS, CA, 90716",33.831610454559,-118.071488966431,ok
9590,6000 ATLANTIC AVENUE LONG BEACH,California,90805,"6000 ATLANTIC AVENUE LONG BEACH, CALIFORNIA 90805","6000 ATLANTIC AVE, LONG BEACH, CA, 90805",33.863750045953,-118.184918053619,ok
8875,3644 EAST OLYMPIC BOULEVARD LOS ANGELES,California,90023,"3644 EAST OLYMPIC BOULEVARD LOS ANGELES, CALIFORNIA 90023","3644 E OLYMPIC BLVD, LOS ANGELES, CA, 90023",34.018755101059,-118.19901277689,ok
9617,2103 SOUTH ATLANTIC BOULEVARD MONTEREY PARK,California,91754,"2103 SOUTH ATLANTIC BOULEVARD MONTEREY PARK, CALIFORNIA 91754","2103 S ATLANTIC BLVD, MONTEREY PARK, CA, 91754",34.03938817051,-118.143683682297,ok
9665,5944 NORTH FIGUEROA AVENUE LOS ANGELES,California,90042,"5944 NORTH FIGUEROA AVENUE LOS ANGELES, CALIFORNIA 90042","5944 N FIGUEROA ST, LOS ANGELES, CA, 90042",34.111046012745,-118.189688516482,ok
9666,2419 WORKMAN STREET LOS ANGELES,California,90031,"2419 WORKMAN STREET LOS ANGELES, CALIFORNIA 90031","2419 WORKMAN ST, LOS ANGELES, CA, 90031",34.07396665689,-118.214437277602,ok
10915,"1025 E. ADAMS BLVD., 1ST FLOOR LOS ANGELES",California,90011,"1025 E. ADAMS BLVD., 1ST FLOOR LOS ANGELES, CALIFORNIA 90011","1025 E ADAMS BLVD, LOS ANGELES, CA, 90011",34.01924067533,-118.255865158624,ok
9626,1701 SOUTH WESTERN AVENUE LOS ANGELES,California,90006,"1701 SOUTH WESTERN AVENUE LOS ANGELES, CALIFORNIA 90006","1701 S WESTERN AVE, LOS ANGELES, CA, 90006",34.042648310652,-118.30907990604,ok
4019,5837 S. CENTRAL AVE. LOS ANGELES,California,90001,"5837 S. CENTRAL AVE. LOS ANGELES, CALIFORNIA 90001","5837 S CENTRAL AVE, LOS ANGELES, CA, 90001",33.989200815133,-118.256506418116,ok
8831,3880 W. ROSECRANS AVE. HAWTHORNE,California,90250,"3880 W. ROSECRANS AVE. HAWTHORNE, CALIFORNIA 90250","3880 W ROSECRANS AVE, HAWTHORNE, CA, 90250",33.901866870482,-118.342548831699,ok
8860,11831 HAWTHORNE BOULEVARD HAWTHORNE,California,90250,"11831 HAWTHORNE BOULEVARD HAWTHORNE, CALIFORNIA 90250","11831 HAWTHORNE BLVD, HAWTHORNE, CA, 90250",33.926740151174,-118.352791210391,ok
8892,5822 SOUTH VERMONT AVENUE LOS ANGELES,California,90044,"5822 SOUTH VERMONT AVENUE LOS ANGELES, CALIFORNIA 90044","5822 S VERMONT AVE, LOS ANGELES, CA, 90044",33.988667264722,-118.291409707734,ok
8898,7300 ALAMEDA ST. WALNUT PARK,California,90255,"7300 ALAMEDA ST. WALNUT PARK, CALIFORNIA 90255","CVS Pharmacy, 7300, South Alameda Street, Walnut Park, Firestone Park, Los Angeles County, California, 90255, United States",33.9736755,-118.2329660,ok
9123,3800 MARTIN LUTHER KING JR. BOULEVARD LYNWOOD,California,90262,"3800 MARTIN LUTHER KING JR. BOULEVARD LYNWOOD, CALIFORNIA 90262","3800 MARTIN LUTHER KING JR BLVD, LYNWOOD, CA, 90262",33.927996461913,-118.199091190682,ok
9501,2655 SANTA ANA STREET SOUTH GATE,California,90280,"2655 SANTA ANA STREET SOUTH GATE, CALIFORNIA 90280","2655 SANTA ANA ST, SOUTH GATE, CA, 90280",33.965114162914,-118.22447138901,ok
9594,901 S. CENTRAL AVENUE COMPTON,California,90220,"901 S. CENTRAL AVENUE COMPTON, CALIFORNIA 90220","901 S CENTRAL AVE, COMPTON, CA, 90220",33.888302781015,-118.250106038028,ok
9596,5960 PACIFIC BOULEVARD HUNTINGTON PARK,California,90255,"5960 PACIFIC BOULEVARD HUNTINGTON PARK, CALIFORNIA 90255","5960 PACIFIC BLVD, HUNTINGTON PARK, CA, 90255",33.987999407575,-118.225118586001,ok
11073,3208 EAST FLORENCE AVENUE HUNTINGTON PARK,California,90255,"3208 EAST FLORENCE AVENUE HUNTINGTON PARK, CALIFORNIA 90255","3208 E FLORENCE AVE, HUNTINGTON PARK, CA, 90255",33.972596473645,-118.210340014594,ok
8840,311W. PACIFIC COAST HWY. SUITE C WILMINGTON,California,90744,"311W. PACIFIC COAST HWY. SUITE C WILMINGTON, CALIFORNIA 90744","311 W PACIFIC COAST HWY, WILMINGTON, CA, 90744",33.79106652615,-118.265898304406,ok
9122,700 S. GAFFEY ST. SAN PEDRO,California,90731,"700 S. GAFFEY ST. SAN PEDRO, CALIFORNIA 90731","700 S GAFFEY ST, SAN PEDRO, CA, 90731",33.737805650488,-118.29226071498,ok
4792,15232 SHERMAN WAY VAN NUYS,California,91405,"15232 SHERMAN WAY VAN NUYS, CALIFORNIA 91405","15232 SHERMAN WAY, VAN NUYS, CA, 91405",34.201008844562,-118.464951039051,ok
9625,9089 WOODMAN AVE. ARLETA,California,91331,"9089 WOODMAN AVE. ARLETA, CALIFORNIA 91331","9089 WOODMAN AVE, ARLETA, CA, 91331",34.235030256368,-118.440268621369,ok
9634,2521 EAST AVENUE S PALMDALE,California,93550,"2521 EAST AVENUE S PALMDALE, CALIFORNIA 93550","2521 E AVE S, PALMDALE, CA, 93550",34.558144374873,-118.084328061131,ok
9651,12717 GLENOAKS BLVD. SYLMAR,California,91342,"12717 GLENOAKS BLVD. SYLMAR, CALIFORNIA 91342","12717 GLENOAKS BLVD, SYLMAR, CA, 91342",34.301329205226,-118.441714180255,ok
4789,10945 VICTORY BOULEVARD NORTH HOLLYWOOD,California,91606,"10945 VICTORY BOULEVARD NORTH HOLLYWOOD, CALIFORNIA 91606","10945 VICTORY BLVD, NORTH HOLLYWOOD, CA, 91606",34.186749315051,-118.369360783205,ok
9850,5969 LANKERSHIM BLVD. NORTH HOLLYWOOD,California,91601,"5969 LANKERSHIM BLVD. NORTH HOLLYWOOD, CALIFORNIA 91601","5969 LANKERSHIM BLVD, NORTH HOLLYWOOD, CA, 91601",34.178932028857,-118.383187733057,ok
5022,7400 RESEDA BLVD. RESEDA,California,91335,"7400 RESEDA BLVD. RESEDA, CALIFORNIA 91335","7400 RESEDA BLVD, RESEDA, CA, 91335",34.204813439612,-118.535984472852,ok
9151,600 W MAIN ST SANTA PAULA,California,93060,"600 W MAIN ST SANTA PAULA, CALIFORNIA 93060","600 W MAIN ST, SANTA PAULA, CA, 93060",34.344247127812,-119.083726594449,ok
9602,21051 SHERMAN WAY CANOGA PARK,California,91303,"21051 SHERMAN WAY CANOGA PARK, CALIFORNIA 91303","21051 SHERMAN WAY, CANOGA PARK, CA, 91303",34.20109191438,-118.593555132902,ok
2768,6500 S. UNION AVE. BAKERSFIELD,California,93307,"6500 S. UNION AVE. BAKERSFIELD, CALIFORNIA 93307","6500 S UNION AVE, BAKERSFIELD, CA, 93307",35.295831760172,-119.00298887873,ok
2944,53 E. OLIVE AVE. PORTERVILLE,California,93257,"53 E. OLIVE AVE. PORTERVILLE, CALIFORNIA 93257","53 E OLIVE AVE, PORTERVILLE, CA, 93257",36.065025682207,-119.015145966306,ok
7001,6500 NILES STREET BAKERSFIELD,California,93306,"6500 NILES STREET BAKERSFIELD, CALIFORNIA 93306","6500 NILES ST, BAKERSFIELD, CA, 93306",35.376145974067,-118.931898601117,ok
9500,1455 E NOBLE AVE VISALIA,California,93292,"1455 E NOBLE AVE VISALIA, CALIFORNIA 93292","1455 E NOBLE AVE, VISALIA, CA, 93292",36.325514534364,-119.276729686774,ok
9845,1155 W HENDERSON AVE PORTERVILLE,California,93257,"1155 W HENDERSON AVE PORTERVILLE, CALIFORNIA 93257","1155 W HENDERSON AVE, PORTERVILLE, CA, 93257",36.080311890708,-119.043064151676,ok
9900,2690 MOUNT VERNON AVE BAKERSFIELD,California,93306,"2690 MOUNT VERNON AVE BAKERSFIELD, CALIFORNIA 93306","2690 MOUNT VERNON AVE, BAKERSFIELD, CA, 93306",35.396805667409,-118.967566372389,ok
9695,551 S. VENTURA RD. OXNARD,California,93030,"551 S. VENTURA RD. OXNARD, CALIFORNIA 93030","551 S VENTURA RD, OXNARD, CA, 93030",34.197015211743,-119.194826313483,ok
6772,4987 N. FRESNO ST. FRESNO,California,93726,"4987 N. FRESNO ST. FRESNO, CALIFORNIA 93726","4987 N FRESNO ST, FRESNO, CA, 93726",36.80828273033,-119.781429718489,ok
9377,1065 W MANNING AVE REEDLEY,California,93654,"1065 W MANNING AVE REEDLEY, CALIFORNIA 93654","1065 W MANNING AVE, REEDLEY, CA, 93654",36.603022164454,-119.460575350501,ok
3153,733 E MAIN ST SANTA MARIA,California,93454,"733 E MAIN ST SANTA MARIA, CALIFORNIA 93454","733 E MAIN ST, SANTA MARIA, CA, 93454",34.953249332132,-120.426082868401,ok
9750,1830 NORTH BROADWAY SANTA MARIA,California,93454,"1830 NORTH BROADWAY SANTA MARIA, CALIFORNIA 93454","1830 N BROADWAY, SANTA MARIA, CA, 93454",34.97329976329,-120.435462773038,ok
9871,1317 N H ST LOMPOC,California,93436,"1317 N H ST LOMPOC, CALIFORNIA 93436","1317 N H ST, LOMPOC, CA, 93436",34.659229860577,-120.457787440065,ok
9690,2111 BAY ROAD REDWOOD CITY,California,94063,"2111 BAY ROAD REDWOOD CITY, CALIFORNIA 94063","2111 BAY RD, REDWOOD CITY, CA, 94063",37.485392654971,-122.214363282444,ok
3056,2293 H DELA ROSA SR ST SOLEDAD,California,93960,"2293 H DELA ROSA SR ST SOLEDAD, CALIFORNIA 93960","2293, H Dela Rosa Sr Street, Soledad Mission Shopping Center, Soledad, Monterey County, California, 93960, United States",36.4176102,-121.3211619,ok
9186,110 E LAUREL DR SALINAS,California,93906,"110 E LAUREL DR SALINAS, CALIFORNIA 93906","110 E LAUREL DR, SALINAS, CA, 93906",36.698841497946,-121.649925192027,ok
9349,347 E ALISAL ST SALINAS,California,93901,"347 E ALISAL ST SALINAS, CALIFORNIA 93901","347 E ALISAL ST, SALINAS, CA, 93901",36.674576534082,-121.643353480608,ok
9796,490 RODRIGUEZ ST WATSONVILLE,California,95076,"490 RODRIGUEZ ST WATSONVILLE, CALIFORNIA 95076","490 RODRIGUEZ ST, WATSONVILLE, CA, 95076",36.910212982172,-121.759917348155,ok
9371,300 TRAVIS BLVD FAIRFIELD,California,94533,"300 TRAVIS BLVD FAIRFIELD, CALIFORNIA 94533","300 TRAVIS BLVD, FAIRFIELD, CA, 94533",38.258304116641,-122.03668549536,ok
9507,650 EAST EL SEGUNDO BOULEVARD LOS ANGELES,California,90059,"650 EAST EL SEGUNDO BOULEVARD LOS ANGELES, CALIFORNIA 90059","650 E EL SEGUNDO BLVD, LOS ANGELES, CA, 90059",33.916334993166,-118.264117519255,ok
9832,3678 SONOMA BLVD VALLEJO,California,94590,"3678 SONOMA BLVD VALLEJO, CALIFORNIA 94590","3678 SONOMA BLVD, VALLEJO, CA, 94590",38.125615042764,-122.255240734242,ok
9112,7100 BROADWAY LEMON GROVE,California,91945,"7100 BROADWAY LEMON GROVE, CALIFORNIA 91945","7100 BROADWAY, LEMON GROVE, CA, 91945",32.742592525672,-117.043861077316,ok
9120,800 PALM AVE. IMPERIAL BEACH,California,91932,"800 PALM AVE. IMPERIAL BEACH, CALIFORNIA 91932","CVS Pharmacy, 800, Palm Avenue, Bayview, Imperial Beach, San Diego County, California, 91932, United States",32.5844379,-117.1156743,ok
5267,26973 NEWPORT RD. MENIFEE,California,92584,"26973 NEWPORT RD. MENIFEE, CALIFORNIA 92584","26973 NEWPORT RD, MENIFEE, CA, 92584",33.6849758311,-117.188527664913,ok
6368,635 S MELROSE DR VISTA,California,92081,"635 S MELROSE DR VISTA, CALIFORNIA 92081","635 S MELROSE DR, VISTA, CA, 92081",33.187215231974,-117.253604296418,ok
9549,1980 COLLEGE BLVD OCEANSIDE,California,92056,"1980 COLLEGE BLVD OCEANSIDE, CALIFORNIA 92056","1980 COLLEGE BLVD, OCEANSIDE, CA, 92056",33.207974972275,-117.2849002453,ok
10792,1010 N. PEPPER AVENUE COLTON,California,92324,"1010 N. PEPPER AVENUE COLTON, CALIFORNIA 92324","1010 N PEPPER AVE, COLTON, CA, 92324",34.07795683689,-117.352871786827,ok
8895,775 E. FOOTHILL BOULEVARD POMONA,California,91767,"775 E. FOOTHILL BOULEVARD POMONA, CALIFORNIA 91767","775 E FOOTHILL BLVD, POMONA, CA, 91767",34.107157623181,-117.737128562899,ok
9508,1835 NEWPORT BOULEVARD #C COSTA MESA,California,92627,"1835 NEWPORT BOULEVARD #C COSTA MESA, CALIFORNIA 92627","1835 NEWPORT BLVD, COSTA MESA, CA, 92627",33.640376736494,-117.919716470167,ok
10509,3627 EAST CESAR EAST CHAVEZ AVE. LOS ANGELES,California,90063,"3627 EAST CESAR EAST CHAVEZ AVE. LOS ANGELES, CALIFORNIA 90063","3627 E CESAR E CHAVEZ AVE, LOS ANGELES, CA, 90063",34.040581437763,-118.186653724496,ok
8837,222 N. MARKET ST. INGLEWOOD,California,90301,"222 N. MARKET ST. INGLEWOOD, CALIFORNIA 90301","222 N MARKET ST, INGLEWOOD, CA, 90301",33.964866296923,-118.351852821971,ok
8853,1645 EAST 103RD STREET LOS ANGELES,California,90002,"1645 EAST 103RD STREET LOS ANGELES, CALIFORNIA 90002","1645 E 103RD ST, LOS ANGELES, CA, 90002",33.943256302604,-118.244993967748,ok
9655,10208 BALBOA BLVD. GRANADA HILLS,California,91344,"10208 BALBOA BLVD. GRANADA HILLS, CALIFORNIA 91344","10208 BALBOA BLVD, GRANADA HILLS, CA, 91344",34.255859892816,-118.502280713815,ok
9714,26861 SIERRA HWY SANTA CLARITA,California,91321,"26861 SIERRA HWY SANTA CLARITA, CALIFORNIA 91321","26861 SIERRA HWY, SANTA CLARITA, CA, 91321",34.404029644896,-118.467452059569,ok
9785,2006 WEST AVENUE J LANCASTER,California,93536,"2006 WEST AVENUE J LANCASTER, CALIFORNIA 93536","2006 W AVE J, LANCASTER, CA, 93536",34.689276773959,-118.165876551139,ok
35,800 N. WESTWOOD ST. PORTERVILLE,California,93257,"800 N. WESTWOOD ST. PORTERVILLE, CALIFORNIA 93257","800 N WESTWOOD ST, PORTERVILLE, CA, 93257",36.08035250128,-119.070751897584,ok
912,2175 E. BARDSLEY AVE. TULARE,California,93274,"2175 E. BARDSLEY AVE. TULARE, CALIFORNIA 93274","2175 E BARDSLEY AVE, TULARE, CA, 93274",36.196614688488,-119.313922401995,ok
9176,1395 E PROSPERITY AVE TULARE,California,93274,"1395 E PROSPERITY AVE TULARE, CALIFORNIA 93274","1395 E PROSPERITY AVE, TULARE, CA, 93274",36.225770810347,-119.326545859905,ok
9271,3619 W. CALDWELL AVE VISALIA,California,93277,"3619 W. CALDWELL AVE VISALIA, CALIFORNIA 93277","3619 W CALDWELL AVE, VISALIA, CA, 93277",36.298323679475,-119.330543728889,ok
9556,1740 S VICTORIA AVE VENTURA,California,93003,"1740 S VICTORIA AVE VENTURA, CALIFORNIA 93003","1740 S VICTORIA AVE, VENTURA, CA, 93003",34.258495561932,-119.210898104949,ok
7910,1794 ASHLAN AVE CLOVIS,California,93611,"1794 ASHLAN AVE CLOVIS, CALIFORNIA 93611","1794 ASHLAN AVE, CLOVIS, CA, 93611",36.793908654618,-119.682235874802,ok
9801,10 SHAW AVENUE CLOVIS,California,93612,"10 SHAW AVENUE CLOVIS, CALIFORNIA 93612","10 SHAW AVE, CLOVIS, CA, 93612",36.808425655039,-119.708926209375,ok
9925,187 NIBLICK RD PASO ROBLES,California,93446,"187 NIBLICK RD PASO ROBLES, CALIFORNIA 93446","CVS Pharmacy, 187, Niblick Road, Paso Robles, San Luis Obispo County, California, 93446, United States",35.6168611,-120.6818560,ok
3051,17579 VIERRA CANYON RD SALINAS,California,93907,"17579 VIERRA CANYON RD SALINAS, CALIFORNIA 93907","17579 VIERRA CANYON RD, SALINAS, CA, 93907",36.792081824613,-121.664488981982,ok
10005,"6401 MACK RD., SACRAMENTO",California,95823,"6401 MACK RD., SACRAMENTO, CALIFORNIA 95823","6401 MACK RD, SACRAMENTO, CA, 95823",38.474284467165,-121.428924776904,ok
2290,1587 W EL CAMINO AVE SACRAMENTO,California,95833,"1587 W EL CAMINO AVE SACRAMENTO, CALIFORNIA 95833","1587 W EL CAMINO AVE, SACRAMENTO, CA, 95833",38.612804101514,-121.49757946946,ok
8431,7200 BANCROFT AVE. OAKLAND,California,94605,"7200 BANCROFT AVE. OAKLAND, CALIFORNIA 94605","7200 BANCROFT, OAKLAND, CA, 94605",37.768135012168,-122.179317456534,ok
9622,243 W JACKSON ST HAYWARD,California,94544,"243 W JACKSON ST HAYWARD, CALIFORNIA 94544","243 W JACKSON ST, HAYWARD, CA, 94544",37.651649119227,-122.090391574201,ok
7141,291 S. COOMBS ST NAPA,California,94559,"291 S. COOMBS ST NAPA, CALIFORNIA 94559","291 S COOMBS ST, NAPA, CA, 94559",38.281974605513,-122.289113216577,ok
345,1111 S CLOVERDALE BLVD CLOVERDALE,California,95425,"1111 S CLOVERDALE BLVD CLOVERDALE, CALIFORNIA 95425","1111 S CLOVERDALE BLVD, CLOVERDALE, CA, 95425",38.785735756255,-123.014009912993,ok
